Tweet_Id,Label,Target_Groups
1384738988594843648,Offensive,Individual
1337941923424714752,NonHate,"Trans,Individual"
1355390923924889602,Offensive,"Bengali,Political"
1382608203616186371,NonHate,"Bengali,Political"
1263234383734902784,Offensive,"Women,Individual"
1295593933519458306,NonHate,Trans
1289925957776576513,Hate,Bangladeshi
1372542605335072770,NonHate,Women
1291260910359781376,NonHate,Others
1346333663622025217,NonHate,Women
1304083928848850945,Hate,"Men,Bengali"
1268564611575345153,NonHate,Women
1370240825892827138,NonHate,"Bengali,Indian,Islam,Individual,Political"
1300384810674741249,NonHate,"Women,Islam"
1322479167540113409,NonHate,Islam
1296022011182022657,Hate,"Bengali,Hindu,Others"
1262485046914621441,NonHate,Others
472637410505789440,NonHate,Others
1296381786990080000,NonHate,Trans
1404332745975754755,NonHate,"Women,Islam,Others"
1362562913001639937,Hate,Women
1382505296652771328,NonHate,Political
1314074761358573568,Hate,Bengali
1289629916661575680,NonHate,Islam
1385532102293131272,Offensive,"Individual,Political"
1064601570602614784,NonHate,Others
1304781302701457410,Offensive,"Individual,Others"
1281889685317410817,Offensive,"Women,Individual"
1262673416605306880,NonHate,"Hindu,Islam"
1291712601601085441,NonHate,Political
1346304604259184646,NonHate,"Trans,Hindu,Political"
1400499165512097796,NonHate,Others
1270184090499559424,Hate,"Bangladeshi,Individual"
1295918020242452481,NonHate,"Women,Individual"
1286036805113065472,Offensive,"Women,Individual"
712948027791511552,Offensive,Individual
1266270012228038662,NonHate,Others
1378164605344743426,NonHate,"Women,Trans"
1223267693228216320,Offensive,Individual
1228294986229309441,NonHate,"Men,Women"
1390330965835149315,Offensive,Individual
1130153802093486080,Offensive,Individual
1289043965593792518,NonHate,Women
1401525471766978567,NonHate,Others
1364654983430303745,NonHate,Islam
1376395008039776260,NonHate,Political
1333427568356200448,NonHate,"Islam,Others"
1293479047872339968,Hate,"Bengali,Indian,Hindu,Individual"
1333843952433311749,Hate,"Bengali,Hindu"
1081959112785702912,Offensive,Individual
1381133003468890113,NonHate,"Women,Islam,Political"
1404843261517131776,NonHate,Women
1220237271368192006,Hate,"Bengali,Hindu"
1376906468276887561,Offensive,"Islam,Individual,Political"
1404461858711502855,Offensive,"Women,Bengali"
1372100279852617733,NonHate,"Hindu,Political"
1320317266353795073,Offensive,Individual
1285158727163600896,NonHate,"Women,Political,Others"
1398937429239808000,Offensive,Others
1409138121418018817,Offensive,"Men,Trans"
1378723227657138179,NonHate,"Men,Women,Individual,Political"
1313368020375408640,NonHate,"Women,Political,Dalit"
1353776982249508870,NonHate,Political
1289557156996423680,Hate,"Women,Bengali,Indian"
1347777852272480257,NonHate,"Men,Women"
1291362574315872258,NonHate,"Trans,Others"
1375399078461325317,Offensive,"Trans,Individual"
1402117508325380097,NonHate,Trans
1282961403842711552,Hate,Bangladeshi
1294212912639365124,Hate,"Bengali,Hindu"
1287671786021122048,Offensive,"Bangladeshi,Islam,Individual"
1335623413856043008,NonHate,"Women,Individual,Political"
1274762163639529472,Hate,Indian
1267854959074324481,Hate,"Bengali,Hindu"
1309844146199248897,NonHate,"Bengali,Bangladeshi,Others"
1353760015778082816,NonHate,"Women,Trans"
1236966734093004804,NonHate,Islam
1364849386807779329,NonHate,"Bangladeshi,Pakistani,Hindu"
1409502646025785348,NonHate,Others
944968882086957057,Offensive,Individual
1292506545410830336,Offensive,"Trans,Individual"
1367070576741920771,NonHate,Political
1385881623036633089,NonHate,Individual
1258846391377379328,NonHate,"Women,Individual"
1268437183788208128,Offensive,"Islam,Individual"
1243924670438469632,Offensive,"Women,Individual"
1269259537133027328,Offensive,"Women,Individual,Political"
1227235923655561218,Hate,"Bengali,Hindu"
1266777549507616768,Hate,"Bengali,Hindu,Individual"
1334469472745189378,NonHate,Individual
1272857100020924416,Hate,"Bangladeshi,Individual"
1378743311360356354,NonHate,Others
1291754048610136064,NonHate,Political
1370283454206709763,NonHate,"Islam,Others"
1357834424008798214,Offensive,Political
1331510559917805568,NonHate,"Women,Political"
1285505205258182656,NonHate,Women
1229180680866877441,NonHate,Women
1372030151383453700,NonHate,Individual
1222990880425930753,NonHate,"Hindu,Islam"
1239512380939423745,NonHate,Women
1342362346052710400,NonHate,Others
1285573723920072706,Hate,"Women,Indian,Individual"
1313865202857779200,NonHate,"Men,Trans,Others"
1305947094059024385,Offensive,"Hindu,Individual"
1317841029354147841,Offensive,"Individual,Others"
1323507993283973133,NonHate,"Trans,Others"
1365531639321829378,NonHate,"Women,Political"
1285883110383443968,Offensive,"Bengali,Political"
1287497267633586184,Offensive,"Women,Individual"
1347426384835211266,NonHate,"Men,Women,Trans"
1349753364137930752,Offensive,"Women,Individual"
1240941276968751105,Hate,"Bengali,Hindu"
1368599185575010304,NonHate,"Islam,Political,Dalit"
1379654565595779072,NonHate,"Men,Women,Others"
1281907426128625664,Offensive,Individual
1392057065162555392,Offensive,"Indian,Individual"
1361299513625899008,NonHate,Trans
1240241672895655938,Hate,Indian
1274773078245994496,NonHate,"Hindu,Islam,Individual"
1316453948673335296,NonHate,"Trans,Individual"
1213465903746240514,Hate,"Bengali,Hindu"
1319019290310443008,Offensive,"Political,Others"
1312690835683782656,Offensive,"Women,Individual"
1311809948058173440,NonHate,Trans
1338784887243907072,Offensive,"Trans,Individual"
1310663439421968384,NonHate,Others
1281980241704034306,Offensive,"Trans,Individual"
1401765917206454275,Offensive,"Women,Hindu"
1226505148249198592,Hate,"Bihari,Others"
1238404012426182656,NonHate,"Men,Others"
1364494683255185409,NonHate,Women
1262816969251794953,Offensive,"Women,Individual"
1311817427882258433,NonHate,"Individual,Others"
1258901911266373634,NonHate,Islam
1157693528425689089,NonHate,Others
1267677439448305664,NonHate,"Women,Others"
1271853930910068736,Hate,"Bengali,Indian,Hindu"
1390328865331945474,NonHate,Bengali
1379816569006477313,Offensive,"Bangladeshi,Others"
1384750013088092160,NonHate,"Women,Political"
1281626612363132931,Offensive,"Women,Individual"
1310237139322302465,NonHate,"Women,Others"
1254753576414351361,NonHate,"Hindu,Others"
1388491661009833987,Offensive,"Women,Individual,Others"
1293224536192638981,Hate,"Bengali,Hindu"
1322531460935344128,NonHate,"Women,Trans,Hindu,Others"
1308970570881609728,NonHate,Political
1355902285163819009,NonHate,Political
1286755931686989824,NonHate,"Men,Women,Individual"
1374399585653649410,NonHate,Women
1244376317220528129,Offensive,Political
1369721774644994048,NonHate,"Hindu,Islam,Individual"
1229300047998791680,Hate,Indian
1274735772411797504,Offensive,"Hindu,Political"
1220987007540830209,NonHate,"Women,Others"
1310851787897757696,Hate,"Bengali,Hindu"
1350819336441589763,NonHate,"Men,Women,Trans"
1340907631230128128,NonHate,"Women,Individual,Political"
1316691631836327936,NonHate,"Women,Others"
1352881718517239808,Offensive,"Political,Others"
1159082705419722753,Offensive,"Women,Individual"
1301590067228454912,NonHate,Trans
1293870872072159234,NonHate,"Women,Others"
1322490197511086080,Offensive,Others
1344716003637280770,NonHate,"Islam,Others"
1360815837909671939,NonHate,"Men,Trans"
1225302384043155456,Hate,Indian
1324298497957396480,NonHate,Political
1342518444625780737,NonHate,Political
1323324324196077572,Hate,"Bengali,Hindu"
1324585561923842050,Offensive,"Women,Trans,Individual,Others"
1272562598886559744,NonHate,"Men,Women,Trans"
1275727510643396610,Offensive,"Hindu,Individual"
1402068308782813191,Offensive,"Hindu,Individual"
1242861144475414530,NonHate,Hindu
1370521172111151115,Offensive,"Trans,Individual"
1312598379374030849,NonHate,Islam
1272204025983688704,Offensive,"Women,Trans,Individual"
